title,id,office,publish,expiry,type,status,url,sentence,province,year,cosine_score,topic
铜川市文明行为促进条例,ZmY4MDgwODE3NTI2NWRkNDAxNzYwOTViYjg3ZDMyNjY%3D,铜川市人民代表大会常务委员会,2020-08-11T00:00:00Z,2020-08-11T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NTI2NWRkNDAxNzYwOTViYjg3ZDMyNjY%3D,（六）在英雄烈士纪念设施、爱国主义教育基地等场所内瞻仰、祭奠、参观时，保持庄严肃穆；,陕西省,2020,0.273683104827887,revolutionary_culture
郑州市文明行为促进条例,ZmY4MDgxODE3ZTliMjU0NjAxN2VkOGVhMjVmZDFmN2U%3D,郑州市人民代表大会常务委员会,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE3ZTliMjU0NjAxN2VkOGVhMjVmZDFmN2U%3D,鼓励和支持公民见义勇为。,河南省,2022,0.273001866657492,revolutionary_culture
宜宾市文明行为促进条例,ZmY4MDgwODE3MzIxZDU1NjAxNzM1MDg2MGFiNDFkZWM%3D,宜宾市人民代表大会常务委员会,2020-06-18T00:00:00Z,2020-08-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3MzIxZDU1NjAxNzM1MDg2MGFiNDFkZWM%3D,（四）勇于创新，乐于奉献；,四川省,2020,0.272711413886841,revolutionary_culture
广西壮族自治区文明行为促进条例,MmM5MGU1Yjk2YzEyOGI0YzAxNmNjYmUwYjJhNTExYzI%3D,广西壮族自治区人大常务委员会,2019-07-25T00:00:00Z,2019-09-01T00:00:00Z,地方性法规,1,./detail2.html?MmM5MGU1Yjk2YzEyOGI0YzAxNmNjYmUwYjJhNTExYzI%3D,第二十二条 公民应当深切缅怀英雄烈士，参加英雄烈士纪念活动或者参观英雄烈士纪念设施时，自觉遵守下列规定：,广西壮族自治区,2019,0.272635069470763,revolutionary_culture
南京市文明行为促进条例,ZmY4MDgwODE3NGEwOGExNjAxNzRhMGI1NzE5YjAwMmM%3D,南京市人民代表大会常务委员会,2020-08-07T00:00:00Z,2020-08-20T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NGEwOGExNjAxNzRhMGI1NzE5YjAwMmM%3D,（三）在英雄烈士纪念设施、爱国主义教育基地等场所内瞻仰、祭扫、参观时，遵守祭扫制度和礼仪规范，不亵渎英烈，不宣扬、美化侵略战争和侵略行为，不损害国家和民族尊严；,江苏省,2020,0.272254893071511,revolutionary_culture
周口市文明行为促进条例,ZmY4MDgwODE3NmY0ZGYzNzAxNzcxODlhNTZlNjM0Njg%3D,周口市人民代表大会常务委员会,2020-12-16T00:00:00Z,2021-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NmY0ZGYzNzAxNzcxODlhNTZlNjM0Njg%3D,保护英雄烈士纪念设施，不实施歪曲、丑化、亵渎、否定英雄烈士形象和事迹的行为。,河南省,2020,0.271709247305594,revolutionary_culture
珠海市文明行为条例,ZmY4MDgwODE3N2U3NTdhYzAxNzgwMDIxMzEwOTE5ZDQ%3D,珠海市人民代表大会常务委员会,2021-02-05T00:00:00Z,2021-03-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3N2U3NTdhYzAxNzgwMDIxMzEwOTE5ZDQ%3D,（六）保护英雄烈士纪念设施，不得破坏纪念英雄烈士环境氛围；,广东省,2021,0.271558588995265,revolutionary_culture
南平市文明行为促进条例,ZmY4MDgxODE3ZmQ5ODYyNTAxODA0NjMxMTM2OTM2YTI%3D,南平市人民代表大会常务委员会,2022-04-01T00:00:00Z,2022-06-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE3ZmQ5ODYyNTAxODA0NjMxMTM2OTM2YTI%3D,公民应当尊重和学习中华文明史、中国革命史和新中国奋斗史，反对和抵制历史虚无主义；崇尚和捍卫杰出历史人物、英雄烈士和模范人物，不得以任何形式歪曲、丑化、亵渎、否定其事迹和精神。,福建省,2022,0.270672560033222,revolutionary_culture
常州市文明行为促进条例,ZmY4MDgwODE2ZmJjNTdjMTAxNzA5OGMyMjIyYzI0YTM%3D,常州市人民代表大会常务委员会,2020-01-19T00:00:00Z,2020-05-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE2ZmJjNTdjMTAxNzA5OGMyMjIyYzI0YTM%3D,（一）热爱祖国，遵纪守法；,江苏省,2020,0.270351376848505,revolutionary_culture
无锡市文明行为促进条例,MmM5MGU1YmE2NWM2OGNmNzAxNjdkZjk2NWQzMzQzMDM%3D,无锡市人民代表大会常务委员会,2018-12-30T00:00:00Z,2019-03-05T00:00:00Z,地方性法规,1,./detail2.html?MmM5MGU1YmE2NWM2OGNmNzAxNjdkZjk2NWQzMzQzMDM%3D,（一）热爱祖国，遵纪守法；,江苏省,2018,0.270351376848505,revolutionary_culture
海西蒙古族藏族自治州文明行为促进条例,ZmY4MDgxODE3YTc2M2UwODAxN2E4MDIwNGQzOTExZDU%3D,海西蒙古族藏族自治州人大常务委员会,2021-06-24T00:00:00Z,2021-07-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE3YTc2M2UwODAxN2E4MDIwNGQzOTExZDU%3D,（二）爱护英雄烈士以及历史文化人物纪念设施，不得破坏、污损；,青海省,2021,0.26932715814652,revolutionary_culture
济南市文明行为促进条例,MmM5MGU1YmE2OTJlN2Y4MjAxNjk3NWQ5ZmRiNzVjNmM%3D,济南市人民代表大会常务委员会,2019-02-12T00:00:00Z,2019-03-01T00:00:00Z,地方性法规,1,./detail2.html?MmM5MGU1YmE2OTJlN2Y4MjAxNjk3NWQ5ZmRiNzVjNmM%3D,（一）爱国奉献，遵章守纪，勤勉敬业，诚信友善；,山东省,2019,0.269241880857955,revolutionary_culture
绵阳市文明行为促进条例,ZmY4MDgwODE3N2U3NWY4ODAxNzhmZDhlMjk3MjRmZWY%3D,绵阳市人民代表大会常务委员会,2021-04-02T00:00:00Z,2021-06-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3N2U3NWY4ODAxNzhmZDhlMjk3MjRmZWY%3D,（一）弘扬“两弹一星”精神和抗震救灾精神；,四川省,2021,0.268987237382471,revolutionary_culture
梅州市文明行为促进条例,ZmY4MDgxODE4NDJjMjgzYTAxODQzNjU1YjdmOTJhYjM%3D,梅州市人民代表大会常务委员会,2022-10-13T00:00:00Z,2022-11-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4NDJjMjgzYTAxODQzNjU1YjdmOTJhYjM%3D,（一）宣传、弘扬英雄烈士的事迹和精神，讲好苏区故事；,广东省,2022,0.267908367155016,revolutionary_culture
延边朝鲜族自治州文明行为促进条例,ZmY4MDgxODE3ZTliMjU0NjAxN2VhMzljOTg4NjM0MmQ%3D,延边朝鲜族自治州人大常务委员会,2021-12-10T00:00:00Z,2021-12-10T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE3ZTliMjU0NjAxN2VhMzljOTg4NjM0MmQ%3D,（十）在英雄烈士纪念设施、爱国主义教育基地等场所瞻仰、祭扫、参观时，遵守祭扫制度和礼仪规范；,吉林省,2021,0.267856583253895,revolutionary_culture
葫芦岛市文明行为促进条例,ZmY4MDgwODE3NmQ4M2U0YTAxNzZkZmIyOTgyNzBhYzM%3D,葫芦岛市人民代表大会常务委员会,2020-12-04T00:00:00Z,2021-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NmQ4M2U0YTAxNzZkZmIyOTgyNzBhYzM%3D,（一）见义勇为，参加抢险救灾救人；,辽宁省,2020,0.267537057508772,revolutionary_culture
赣州市文明行为促进条例,ZmY4MDgwODE3NTI2NWRkNDAxNzVlMzlhZGU3MDBkZWM%3D,赣州市人民代表大会常务委员会,2020-10-21T00:00:00Z,2020-12-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NTI2NWRkNDAxNzVlMzlhZGU3MDBkZWM%3D,第二十一条  弘扬苏区精神、长征精神，传承红色基因，牢记革命历史，倡导下列行为：,江西省,2020,0.267251748375371,revolutionary_culture
邢台市文明行为促进条例,ZmY4MDgxODE3ZTAwOGM0MzAxN2UwNTYxMTdkYjBlNDg%3D,邢台市人民代表大会常务委员会,2021-12-08T00:00:00Z,2022-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE3ZTAwOGM0MzAxN2UwNTYxMTdkYjBlNDg%3D,(一)见义勇为，参加抢险救灾救人，依法制止违法犯罪行为；,河北省,2021,0.267235454715037,revolutionary_culture
菏泽市文明行为促进条例,ZmY4MDgwODE2ZmJjNTdjMTAxNzAyZGY2NTNlNTRhMTI%3D,菏泽市人民代表大会常务委员会,2019-12-13T00:00:00Z,2020-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE2ZmJjNTdjMTAxNzAyZGY2NTNlNTRhMTI%3D,（七）燃放孔明灯;,山东省,2019,0.267161081399515,revolutionary_culture
潍坊市文明行为促进条例,ZmY4MDgxODE4MzY0ZGExNDAxODNlYTJmYjI4ZDE3MjQ%3D,潍坊市人民代表大会常务委员会,2022-09-22T00:00:00Z,2022-10-15T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4MzY0ZGExNDAxODNlYTJmYjI4ZDE3MjQ%3D,（三）爱护英雄烈士纪念设施、文物古迹；,山东省,2022,0.266229909551227,revolutionary_culture
鹤壁市文明行为促进条例,ZmY4MDgwODE2ZjhlZDg1MzAxNmZhMzg3NGRhMDI1Y2Y%3D,鹤壁市人民代表大会常务委员会,2019-10-28T00:00:00Z,2019-12-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE2ZjhlZDg1MzAxNmZhMzg3NGRhMDI1Y2Y%3D,第十七条  学习和尊重中华文明史和中国革命史，崇尚和捍卫杰出历史人物、英雄烈士和模范人物。,河南省,2019,0.265575963256058,revolutionary_culture
朝阳市文明行为促进条例,ZmY4MDgxODE4NDQyMzBlYzAxODQ3YTEyZWRiNzJlZjA%3D,朝阳市人民代表大会常务委员会,2022-09-28T00:00:00Z,2022-11-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4NDQyMzBlYzAxODQ3YTEyZWRiNzJlZjA%3D,公民应当知晓朝阳历史文化，弘扬传承赵尚志、陈镜湖等英雄模范的革命精神，争做遵纪守法、忠诚担当、执着奉献、诚实守信、文明有礼的朝阳人。,辽宁省,2022,0.264959842496484,revolutionary_culture
克拉玛依市文明行为促进条例,ZmY4MDgxODE4YzAwZTEyZTAxOGMxM2U3OWY3NDMzYWY%3D,克拉玛依市人民代表大会常务委员会,2023-10-17T00:00:00Z,2023-12-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4YzAwZTEyZTAxOGMxM2U3OWY3NDMzYWY%3D,（一）尊重当地历史文化传统、风俗习惯，不侮辱、诋毁历史文化名人和英雄烈士；,新疆维吾尔自治区,2023,0.26492876967826,revolutionary_culture
榆林市文明行为促进条例,ZmY4MDgxODE4NjAyNGRmMzAxODYxNTFmOTkwMzdiYzc%3D,榆林市人民代表大会常务委员会,2022-04-26T00:00:00Z,2022-06-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4NjAyNGRmMzAxODYxNTFmOTkwMzdiYzc%3D,（五）在英雄烈士纪念设施、爱国主义教育基地等场所瞻仰、祭扫、参观时，遵守祭扫制度和礼仪规范。,陕西省,2022,0.264813289060746,revolutionary_culture
白城市文明行为促进条例,ZmY4MDgwODE3MmI1ZjI0ZjAxNzJkZmRjOTdjNDE2MDA%3D,白城市人民代表大会常务委员会,2020-03-26T00:00:00Z,2020-03-26T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3MmI1ZjI0ZjAxNzJkZmRjOTdjNDE2MDA%3D,（九）积极参加“双拥”和军警民共建活动，关爱、尊重英雄、烈士、军人及其家属。,吉林省,2020,0.264766475353609,revolutionary_culture
徐州市文明行为促进条例,ZmY4MDgwODE3NzdkMDdjNTAxNzc3Zjg2ZjRjNzAzMTU%3D,徐州市人民代表大会常务委员会,2021-02-02T00:00:00Z,2021-03-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NzdkMDdjNTAxNzc3Zjg2ZjRjNzAzMTU%3D,（九）不得以侮辱、诽谤或者其他方式侵害英雄烈士等的姓名、肖像、名誉、荣誉，不得破坏、污损英雄烈士纪念设施；,江苏省,2021,0.264335984758959,revolutionary_culture
沈阳市文明行为促进条例,ZmY4MDgwODE3MWI5ZjEzMDAxNzFjOGExMzQ1MTA4OTU%3D,沈阳市人民代表大会常务委员会,2020-04-01T00:00:00Z,2020-05-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3MWI5ZjEzMDAxNzFjOGExMzQ1MTA4OTU%3D,第十条  公民应当维护公共秩序，遵守下列规定：,辽宁省,2020,0.451859651560864,public_order
景德镇市文明行为促进条例,ZmY4MDgwODE3NTI2NWRkNDAxNzZhZGJmNGUzODJjMzc%3D,景德镇市人民代表大会常务委员会,2020-12-17T00:00:00Z,2021-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NTI2NWRkNDAxNzZhZGJmNGUzODJjMzc%3D,（九）遇到突发公共安全事件，不聚集、围观、起哄；,江西省,2020,0.443414074395231,public_order
吴忠市文明行为促进条例,MmM5MGU1Yjk2YzEyOGI0YzAxNmUwMGExN2I3YzUyN2U%3D,吴忠市人民代表大会常务委员会,2019-10-09T00:00:00Z,2019-11-01T00:00:00Z,地方性法规,1,./detail2.html?MmM5MGU1Yjk2YzEyOGI0YzAxNmUwMGExN2I3YzUyN2U%3D,第十二条  公民应当遵守以下公共秩序行为规范：,宁夏回族自治区,2019,0.438178657788239,public_order
贵州省文明行为促进条例,NDAyOGFiY2M2MTI3Nzc5MzAxNjEyODJhNGM3ZDZkMzQ%3D,贵州省人民代表大会常务委员会,2017-08-03T00:00:00Z,2017-10-01T00:00:00Z,地方性法规,5,./detail2.html?NDAyOGFiY2M2MTI3Nzc5MzAxNjEyODJhNGM3ZDZkMzQ%3D,第十二条  公民应当维护公共秩序，自觉遵守下列规定：,贵州省,2017,0.436880692785244,public_order
贵州省文明行为促进条例,ZmY4MDgxODE4MzY0ZDkwMzAxODNjMTA2NzZhMTVmYzE%3D,贵州省人民代表大会常务委员会,2021-11-26T00:00:00Z,2021-12-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4MzY0ZDkwMzAxODNjMTA2NzZhMTVmYzE%3D,第十二条  公民应当维护公共秩序，自觉遵守下列规定：,贵州省,2021,0.436880692785244,public_order
连云港市文明行为促进条例,ZmY4MDgxODE4MmVlM2E0ZDAxODJmMTkyZmMxZTA2MjY%3D,连云港市人民代表大会常务委员会,2022-08-05T00:00:00Z,2022-08-05T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4MmVlM2E0ZDAxODJmMTkyZmMxZTA2MjY%3D,第十条  公民应当遵守公共秩序文明行为规范：,江苏省,2022,0.436027019598087,public_order
连云港市文明行为促进条例,MmM5MGU1YmE2NGZhODIwNjAxNjU4YTVjYjNhMDBlYWM%3D,连云港市人民代表大会常务委员会,2018-08-10T00:00:00Z,2018-10-01T00:00:00Z,地方性法规,5,./detail2.html?MmM5MGU1YmE2NGZhODIwNjAxNjU4YTVjYjNhMDBlYWM%3D,第十条  公民应当遵守公共秩序文明行为规范：,江苏省,2018,0.436027019598087,public_order
阜阳市文明行为促进条例,ZmY4MDgwODE3NmY0ZGYzNzAxNzczZDg2N2NkYTVkZWQ%3D,阜阳市人民代表大会常务委员会,2021-01-04T00:00:00Z,2021-03-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NmY0ZGYzNzAxNzczZDg2N2NkYTVkZWQ%3D,第十条  公民应当维护公共秩序，自觉遵守下列行为规范：,安徽省,2021,0.435887730603345,public_order
平顶山市文明行为促进条例,ZmY4MDgxODE3ZTliMWVjODAxN2VkM2QxMWYyODRmMzY%3D,平顶山市人民代表大会常务委员会,2021-12-28T00:00:00Z,2022-03-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE3ZTliMWVjODAxN2VkM2QxMWYyODRmMzY%3D,第十一条  公民应当维护公共秩序，自觉遵守下列规范：,河南省,2021,0.431809111224864,public_order
盐城市文明行为促进条例,MmM5MGU1Yjk2YTI5MjM5NjAxNmJiNzQyNzI2MzJjNGQ%3D,盐城市人民代表大会常务委员会,2019-06-17T00:00:00Z,2019-07-01T00:00:00Z,地方性法规,1,./detail2.html?MmM5MGU1Yjk2YTI5MjM5NjAxNmJiNzQyNzI2MzJjNGQ%3D,第十八条  公民应当维护公共秩序，践行下列行为规范：,江苏省,2019,0.430728632207561,public_order
金昌市文明行为促进条例,ZmY4MDgwODE3NmQ4M2U0YTAxNzZmMDY0ZGNjMTEwMjk%3D,金昌市人民代表大会常务委员会,2020-12-14T00:00:00Z,2021-03-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NmQ4M2U0YTAxNzZmMDY0ZGNjMTEwMjk%3D,（六）在发生突发性公共事件期间，应当服从政府和有关组织统一管控，不造谣、不信谣、不传谣，不聚集、不围观、不起哄；,甘肃省,2020,0.429461418521338,public_order
漯河市文明行为促进条例,ZmY4MDgwODE2ZmJjNTdjMTAxNmZjYzVjODNjZDIwMGU%3D,漯河市人民代表大会常务委员会,2019-12-20T00:00:00Z,2020-03-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE2ZmJjNTdjMTAxNmZjYzVjODNjZDIwMGU%3D,第十条  公民应当维护公共秩序，遵守下列规定：,河南省,2019,0.428535410582348,public_order
广安市文明行为促进条例,ZmY4MDgxODE4NDQyMzJmNzAxODU1Y2Q0Yzc2ZTM5MTk%3D,广安市人民代表大会常务委员会,2022-10-09T00:00:00Z,2022-12-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4NDQyMzJmNzAxODU1Y2Q0Yzc2ZTM5MTk%3D,第十四条  在公共秩序方面，遵守下列规范：,四川省,2022,0.427171986375113,public_order
许昌市文明行为促进条例,ZmY4MDgwODE3NTJiN2Q0MzAxNzY3MGRkZGUzNDA0ZWE%3D,许昌市人民代表大会常务委员会,2020-10-29T00:00:00Z,2021-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NTJiN2Q0MzAxNzY3MGRkZGUzNDA0ZWE%3D,第八条  公民应当维护公共秩序，遵守下列规定：,河南省,2020,0.426900996097566,public_order
本溪市文明行为促进条例,ZmY4MDgxODE3ZDI4MzdkMjAxN2QzNjUxNTE3MjNlZTE%3D,本溪市人民代表大会常务委员会,2021-10-15T00:00:00Z,2022-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE3ZDI4MzdkMjAxN2QzNjUxNTE3MjNlZTE%3D,（二）遵守公共秩序。公共场所着装整洁，言行文明，不影响他人。等候服务时依次排队，自觉遵守“一米线”。参加公共活动服从现场管理；,辽宁省,2021,0.426052856077189,public_order
信阳市文明行为促进条例,ZmY4MDgwODE3NTJiN2Q0MzAxNzY3MGUzNTA2YTA1MDU%3D,信阳市人民代表大会常务委员会,2020-10-20T00:00:00Z,2020-11-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NTJiN2Q0MzAxNzY3MGUzNTA2YTA1MDU%3D,第九条  公民应当维护公共秩序，遵守以下规定：,河南省,2020,0.425622201315432,public_order
深圳经济特区文明行为条例,ZmY4MDgwODE3NTJiN2Q0MzAxNzY0YTU2ZTU4ZDZiZDk%3D,深圳市人民代表大会常务委员会,2020-04-29T00:00:00Z,2020-04-29T00:00:00Z,地方性法规,5,./detail2.html?ZmY4MDgwODE3NTJiN2Q0MzAxNzY0YTU2ZTU4ZDZiZDk%3D,（五）遵守公共秩序和社会公德；,广东省,2020,0.425362597077008,public_order
安阳市文明行为促进条例,ZmY4MDgwODE3NTI2NWRkNDAxNzY3MGNkYjMyMDc2ZmE%3D,安阳市人民代表大会常务委员会,2020-10-16T00:00:00Z,2021-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NTI2NWRkNDAxNzY3MGNkYjMyMDc2ZmE%3D,第十一条  公民应当维护公共秩序，自觉遵守下列规定：,河南省,2020,0.424721882524961,public_order
西安市文明行为促进条例,MmM5MGU1YmI2ODFjZTEyODAxNjg0ZjJmOGU4YzBjMDQ%3D,西安市人民代表大会常务委员会,2018-08-15T00:00:00Z,2018-09-01T00:00:00Z,地方性法规,1,./detail2.html?MmM5MGU1YmI2ODFjZTEyODAxNjg0ZjJmOGU4YzBjMDQ%3D,第十一条  公民应当维护公共秩序，自觉遵守下列规定：,陕西省,2018,0.424721882524961,public_order
威海市文明行为促进条例,MmM5MGU1YmE2NWM2OGNmNzAxNjZjN2RjNmNjNTBiZWQ%3D,威海市人民代表大会常务委员会,2018-09-21T00:00:00Z,2019-01-01T00:00:00Z,地方性法规,1,./detail2.html?MmM5MGU1YmE2NWM2OGNmNzAxNjZjN2RjNmNjNTBiZWQ%3D,第十二条  公民应当遵守公共秩序，自觉遵守下列规定：,山东省,2018,0.424257807744722,public_order
广东省文明行为促进条例,ZmY4MDgxODE3YjYzYjg5NTAxN2I3NzIwYzM3NjQ2MjE%3D,广东省人民代表大会常务委员会,2021-07-30T00:00:00Z,2021-09-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE3YjYzYjg5NTAxN2I3NzIwYzM3NjQ2MjE%3D,（二）遵守公共秩序，有序礼让；,广东省,2021,0.424159297023605,public_order
河南省文明行为促进条例,ZmY4MDgwODE3MzZiYjE5ZDAxNzQ1MzM0ZWM0NzExYjY%3D,河南省人民代表大会常务委员会,2020-08-03T00:00:00Z,2021-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3MzZiYjE5ZDAxNzQ1MzM0ZWM0NzExYjY%3D,第十二条  公民应当维护公共秩序，自觉遵守下列规定：,河南省,2020,0.423311014143155,public_order
大同市文明行为条例,ZmY4MDgwODE3NTJiN2Q0MzAxNzY4ZTdjMjRiMzFkYWY%3D,大同市人民代表大会常务委员会,2020-08-03T00:00:00Z,2020-10-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NTJiN2Q0MzAxNzY4ZTdjMjRiMzFkYWY%3D,第七条  公民应当维护公共秩序，遵守下列规定：,山西省,2020,0.422498289361302,public_order
金昌市文明行为促进条例,ZmY4MDgwODE3NmQ4M2U0YTAxNzZmMDY0ZGNjMTEwMjk%3D,金昌市人民代表大会常务委员会,2020-12-14T00:00:00Z,2021-03-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NmQ4M2U0YTAxNzZmMDY0ZGNjMTEwMjk%3D,（九）其他维护公共秩序的行为。,甘肃省,2020,0.42216872643261,public_order
营口市文明行为促进条例,ZmY4MDgxODE4YTFjYjcwOTAxOGEzYzQ2YWI5NTE4ODU%3D,营口市人民代表大会常务委员会,2023-08-10T00:00:00Z,2023-08-10T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4YTFjYjcwOTAxOGEzYzQ2YWI5NTE4ODU%3D,（四）擅自发布、传播自然灾害、重大疫情事故、突发性群体事件、社会敏感信息及言论，影响社会和谐稳定；,辽宁省,2023,0.421903505918858,public_order
营口市文明行为促进条例,ZmY4MDgwODE2ZjY1YzM3OTAxNmY3NDdkYzgxMzIxODU%3D,营口市人民代表大会常务委员会,2019-06-06T00:00:00Z,2019-06-06T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE2ZjY1YzM3OTAxNmY3NDdkYzgxMzIxODU%3D,（四）擅自发布、传播自然灾害、重大疫情事故、突发性群体事件、社会敏感信息及言论，影响社会和谐稳定；,辽宁省,2019,0.421903505918858,public_order
普洱市文明行为促进条例,ZmY4MDgwODE3NDkxNTdiMjAxNzQ5ZjAyYzNmZDA1YmI%3D,普洱市人民代表大会常务委员会,2020-07-31T00:00:00Z,2020-09-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NDkxNTdiMjAxNzQ5ZjAyYzNmZDA1YmI%3D,（十）其他维护公共秩序的行为规范。,云南省,2020,0.42146619156471,public_order
安顺市文明行为促进条例,ZmY4MDgxODE3ZTliMjU0NjAxN2VlZWE5MTdjNTAwNjg%3D,安顺市人民代表大会常务委员会,2021-12-06T00:00:00Z,2022-01-10T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE3ZTliMjU0NjAxN2VlZWE5MTdjNTAwNjg%3D,第十条  公民应当遵守下列公共秩序文明行为规范：,贵州省,2021,0.420188570384036,public_order
木垒哈萨克自治县文明行为促进条例,ZmY4MDgwODE3MjgyY2M5MzAxNzI5N2Y2NTFmZTExODc%3D,木垒哈萨克自治县人民代表大会,2020-05-26T00:00:00Z,2020-07-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3MjgyY2M5MzAxNzI5N2Y2NTFmZTExODc%3D,第十条  公民应当遵守下列公共秩序文明行为规范：,新疆维吾尔自治区,2020,0.420188570384036,public_order
自贡市文明行为促进条例,MmM5MGU1YmE2YTI5MWQ4ZjAxNmRmYjZjZjk3NTA0NGQ%3D,自贡市人民代表大会常务委员会,2019-10-11T00:00:00Z,2020-01-01T00:00:00Z,地方性法规,1,./detail2.html?MmM5MGU1YmE2YTI5MWQ4ZjAxNmRmYjZjZjk3NTA0NGQ%3D,第十一条  公民应当维护公共秩序，自觉遵守下列行为规范：,四川省,2019,0.419978139640903,public_order
阜阳市文明行为促进条例,ZmY4MDgwODE3NmY0ZGYzNzAxNzczZDg2N2NkYTVkZWQ%3D,阜阳市人民代表大会常务委员会,2021-01-04T00:00:00Z,2021-03-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3NmY0ZGYzNzAxNzczZDg2N2NkYTVkZWQ%3D,（五）其他维护公共秩序的行为规范。,安徽省,2021,0.419895255582439,public_order
中山市文明行为促进条例,ZmY4MDgxODE4MDllMjI3MjAxODA5ZTgwMTQ4MzAxZjQ%3D,中山市人民代表大会常务委员会,2022-04-06T00:00:00Z,2022-05-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgxODE4MDllMjI3MjAxODA5ZTgwMTQ4MzAxZjQ%3D,（二）遵守公共秩序，等候服务依次排队，有序礼让，遇到突发情况，听从现场应急人员指挥；,广东省,2022,0.419597040731388,public_order
大连市文明行为促进条例,ZmY4MDgwODE3MTM5MjdkMTAxNzE4NmQ1ZDRhOTYwOTM%3D,大连市人民代表大会常务委员会,2019-10-22T00:00:00Z,2020-01-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3MTM5MjdkMTAxNzE4NmQ1ZDRhOTYwOTM%3D,（七）其他维护公共秩序的行为。,辽宁省,2019,0.419268410578973,public_order
哈尔滨市文明行为促进条例,ZmY4MDgwODE3MzZiYjE5ZDAxNzM2ZjBkOTk3ZDAxODk%3D,哈尔滨市人民代表大会常务委员会,2019-12-24T00:00:00Z,2020-03-01T00:00:00Z,地方性法规,1,./detail2.html?ZmY4MDgwODE3MzZiYjE5ZDAxNzM2ZjBkOTk3ZDAxODk%3D,（六）其他维护公共秩序的行为。,黑龙江省,2019,0.41912915445678,public_order
